Date,Message,ID,Reply_to,Merged_Message,Crowd Level,Direction,Crowd Level new,Direction new,Comparison
17/5/2024 23:18,求富婆包養,72055,72054,people buy weekend house in jb now i wanna buy weekend house in sg to avoid all this 求富婆包養,High,Not related,Not related,Not related,Different
17/5/2024 23:17,people buy weekend house in jb now i wanna buy weekend house in sg to avoid all this,72054,-1,people buy weekend house in jb now i wanna buy weekend house in sg to avoid all this,High,Malaysia to Singapore,High,Singapore to Malaysia,Same
17/5/2024 23:10,should be jalan jim quee and main entrance if im not mistaken,72041,-1,should be jalan jim quee and main entrance if im not mistaken,High,Not related,Low,Not related,Different
17/5/2024 22:19,950 was long q just now at Woodlands interchange,72026,-1,950 was long q just now at Woodlands interchange,High,Singapore to Malaysia,High,Not related,Same
17/5/2024 22:18,911 no jam at woodlands interchange i just take on the move now,72025,-1,911 no jam at woodlands interchange i just take on the move now,High,Singapore to Malaysia,Low,Singapore to Malaysia,Different
17/5/2024 22:16,Bus 160 already almost full house around choa chu kang area,72023,-1,Bus 160 already almost full house around choa chu kang area,High,Not related,High,Malaysia to Singapore,Same
17/5/2024 21:59,saw bus 911 at woodlands interchange is super duper long queue,72021,-1,saw bus 911 at woodlands interchange is super duper long queue,High,Singapore to Malaysia,High,Not related,Same
17/5/2024 21:46,Cw bus faster or not,72020,72008,Tail till the end of rd Cw bus faster or not,Low,Not related,Low,Not related,Same
17/5/2024 21:22,CW5 queue,72014,-1,CW5 queue,High,Singapore to Malaysia,Low,Not related,Different
17/5/2024 21:12,kranji 170x q long till the end,72012,-1,kranji 170x q long till the end,High,Singapore to Malaysia,High,Malaysia to Singapore,Same
17/5/2024 20:52,kranji q long,72010,-1,kranji q long,High,Singapore to Malaysia,High,Malaysia to Singapore,Same
17/5/2024 20:50,yes,72009,71999,is this the queue from from sg to jb yes,Not related,Not related,Not related,Not related,Same
17/5/2024 20:49,Long Q at Bugis for CW,72007,-1,Long Q at Bugis for CW,High,Singapore to Malaysia,High,Not related,Same
17/5/2024 20:33,SG to JB,72004,-1,SG to JB,High,Malaysia to Singapore,Low,Singapore to Malaysia,Different
17/5/2024 20:24,Sg to JB woodlands Rd jam jam,72002,-1,Sg to JB woodlands Rd jam jam,High,Singapore to Malaysia,High,Malaysia to Singapore,Same
17/5/2024 20:15,Jb to SG smooth like butter Bridge no jam,71997,-1,Jb to SG smooth like butter Bridge no jam,Low,Not related,Low,Singapore to Malaysia,Same
17/5/2024 20:02,CW stretches to the area beyond the MRT gantry but no snake queues seen,71993,-1,CW stretches to the area beyond the MRT gantry but no snake queues seen,High,Not related,Low,Not related,Different
17/5/2024 19:26,Anyone can take photo of JBSG,71976,-1,Anyone can take photo of JBSG,High,Singapore to Malaysia,Not related,Not related,Different
17/5/2024 19:20,CW bus at woodlands jb custom long queue,71975,-1,CW bus at woodlands jb custom long queue,High,Singapore to Malaysia,High,Not related,Same
17/5/2024 19:00,friday definitely jam,71971,-1,friday definitely jam,High,Singapore to Malaysia,High,Not related,Same
17/5/2024 18:36,sg to jb v smooth not much ppl within 5 mins can clear,71961,-1,sg to jb v smooth not much ppl within 5 mins can clear,Medium,Malaysia to Singapore,Low,Singapore to Malaysia,Different
17/5/2024 18:12,Woodlands 950 bus queue till fire extinguisher,71956,-1,Woodlands 950 bus queue till fire extinguisher,High,Singapore to Malaysia,High,Malaysia to Singapore,Same
17/5/2024 17:28,No queue very smooth,71941,71938,Jb  sg any queue please No queue very smooth,Low,Malaysia to Singapore,Low,Not related,Same
17/5/2024 17:28,Nope,71940,71938,Jb  sg any queue please Nope,Not related,Not related,Not related,Not related,Same
17/5/2024 17:28,"Sg customs to jb  took 5mins to clear 
The bus area is packed tho",71939,-1,"Sg customs to jb  took 5mins to clear 
The bus area is packed tho",High,Singapore to Malaysia,High,Singapore to Malaysia,Same
17/5/2024 17:08,Cw queue at Kranj long,71934,-1,Cw queue at Kranj long,High,Singapore to Malaysia,High,Not related,Same
17/5/2024 16:49,no queue,71929,-1,no queue,Low,Malaysia to Singapore,Low,Not related,Same
17/5/2024 16:45,Hi Is there que right now from SG  JB,71928,-1,Hi Is there que right now from SG  JB,High,Singapore to Malaysia,Low,Singapore to Malaysia,Different
17/5/2024 16:11,Thank u,71921,71919,"Readme Peak Period Trends Crowdsourced

 School Holidays Eve and actual
 Public Holidays Eve and actual
 Weekday Morning Peak JBSG
 Weekday Evening Peak SGJB
 Friday Evenings 5pm till late SGJB
 Saturday Mornings 8am  till late afternoon SGJB
 Saturday Evenings 8pm till late JBSG
 Sunday Evenings 4pm till late JBSG

Thank you contributors

Disclaimer
Not responsible for any issues from using this list
Traffic conditions may vary due to many reasons do err on the side of caution Thank u",Not related,Not related,Not related,Not related,Same
17/5/2024 16:09,"Readme Peak Period Trends Crowdsourced

 School Holidays Eve and actual
 Public Holidays Eve and actual
 Weekday Morning Peak JBSG
 Weekday Evening Peak SGJB
 Friday Evenings 5pm till late SGJB
 Saturday Mornings 8am  till late afternoon SGJB
 Saturday Evenings 8pm till late JBSG
 Sunday Evenings 4pm till late JBSG

Thank you contributors

Disclaimer
Not responsible for any issues from using this list
Traffic conditions may vary due to many reasons do err on the side of caution",71919,71918,"Hi anybody know whats the recent non peak queue timing from SG to JB on Sat morning  Readme Peak Period Trends Crowdsourced

 School Holidays Eve and actual
 Public Holidays Eve and actual
 Weekday Morning Peak JBSG
 Weekday Evening Peak SGJB
 Friday Evenings 5pm till late SGJB
 Saturday Mornings 8am  till late afternoon SGJB
 Saturday Evenings 8pm till late JBSG
 Sunday Evenings 4pm till late JBSG

Thank you contributors

Disclaimer
Not responsible for any issues from using this list
Traffic conditions may vary due to many reasons do err on the side of caution",High,Singapore to Malaysia,High,Malaysia to Singapore,Same
17/5/2024 16:06,Hi anybody know whats the recent non peak queue timing from SG to JB on Sat morning ,71918,-1,Hi anybody know whats the recent non peak queue timing from SG to JB on Sat morning ,High,Singapore to Malaysia,Low,Singapore to Malaysia,Different
17/5/2024 15:37,in 2hr time jam pack,71911,-1,in 2hr time jam pack,High,Not related,High,Singapore to Malaysia,Same
17/5/2024 14:35,no queue i just reached,71907,-1,no queue i just reached,Low,Malaysia to Singapore,Low,Not related,Same
17/5/2024 14:29,Sg to jb good ,71904,-1,Sg to jb good ,High,Not related,Low,Not related,Different
17/5/2024 13:48,Anyone queued at woodlands for 950 Thanks,71897,-1,Anyone queued at woodlands for 950 Thanks,High,Singapore to Malaysia,High,Singapore to Malaysia,Same
17/5/2024 13:21,Still no queue Cleared in 20 mins,71896,-1,Still no queue Cleared in 20 mins,High,Not related,High,Singapore to Malaysia,Same
17/5/2024 12:57,Thank you for updating this group with useful information ,71895,71893,SGJB no queue Thank you for updating this group with useful information ,Medium,Not related,Not related,Not related,Different
17/5/2024 11:53,Will have pets ask to read pin msg or not,71881,-1,Will have pets ask to read pin msg or not,Not related,Not related,Not related,Not related,Same
17/5/2024 11:53,Lovin the pets asking qn,71880,-1,Lovin the pets asking qn,Not related,Not related,Not related,Not related,Same
17/5/2024 11:37,the pet photos are like a reward for the answerer who may be queueing like mad ,71870,-1,the pet photos are like a reward for the answerer who may be queueing like mad ,High,Not related,High,Not related,Same
17/5/2024 11:30,can say so,71867,71863,quite smooth but do you have passport can say so,Not related,Not related,Not related,Not related,Same
17/5/2024 11:28,Currently theres queue but maybe about 1015min wait,71865,-1,Currently theres queue but maybe about 1015min wait,High,Singapore to Malaysia,High,Malaysia to Singapore,Same
17/5/2024 11:22,on sat afternoons queue is mostly for buses only right customs are generally smooth,71862,-1,on sat afternoons queue is mostly for buses only right customs are generally smooth,High,Singapore to Malaysia,Low,Singapore to Malaysia,Different
17/5/2024 10:35,Thank you Saw this earlier but not sure if it applies to both Causeway and Second link ,71850,71849,"Readme Peak Period Trends Crowdsourced

 School Holidays Eve and actual
 Public Holidays Eve and actual
 Weekday Morning Peak JBSG
 Weekday Evening Peak SGJB
 Friday Evenings 5pm till late SGJB
 Saturday Mornings 8am  till late afternoon SGJB
 Saturday Evenings 8pm till late JBSG
 Sunday Evenings 4pm till late JBSG

Thank you contributors

Disclaimer
Not responsible for any issues from using this list
Traffic conditions may vary due to many reasons do err on the side of caution Thank you Saw this earlier but not sure if it applies to both Causeway and Second link ",High,Singapore to Malaysia,Low,Not related,Different
17/5/2024 9:52,Bus abit crowded but still fast,71841,-1,Bus abit crowded but still fast,High,Singapore to Malaysia,Low,Singapore to Malaysia,Different
17/5/2024 9:52,Sg to jb smooth,71840,-1,Sg to jb smooth,Low,Malaysia to Singapore,Low,Singapore to Malaysia,Same
17/5/2024 9:47,i take from longkang one,71839,71838,like what species didnt know sg have ppl keep as pet i take from longkang one,Low,Not related,Not related,Not related,Different
17/5/2024 9:45,like what species didnt know sg have ppl keep as pet,71838,71837,rat  like what species didnt know sg have ppl keep as pet,Low,Not related,Low,Not related,Same
17/5/2024 0:59,Anybody carpooling jb Singapore on Saturday afternoon,71798,-1,Anybody carpooling jb Singapore on Saturday afternoon,High,Singapore to Malaysia,Low,Singapore to Malaysia,Different
16/5/2024 21:31,Long queue for buses from JB to SG but moving fast with many buses arriving Causeway to SG no jam SG customs short queue at egate,71788,-1,Long queue for buses from JB to SG but moving fast with many buses arriving Causeway to SG no jam SG customs short queue at egate,High,Singapore to Malaysia,High,Malaysia to Singapore,Same
16/5/2024 21:27,JB to SG JB egate no queue at all,71786,-1,JB to SG JB egate no queue at all,High,Singapore to Malaysia,Low,Singapore to Malaysia,Different
16/5/2024 16:02,sg to jb smooth,71773,-1,sg to jb smooth,Low,Malaysia to Singapore,Low,Singapore to Malaysia,Same
16/5/2024 11:07,Long q at woodland for bus 950,71761,-1,Long q at woodland for bus 950,High,Singapore to Malaysia,High,Not related,Same
16/5/2024 9:32,On the bus lane now was ok 34 bus wait,71755,-1,On the bus lane now was ok 34 bus wait,High,Not related,Low,Singapore to Malaysia,Different
16/5/2024 8:59,SG to JB about 10 people per egate but moving fast,71753,-1,SG to JB about 10 people per egate but moving fast,Medium,Singapore to Malaysia,Low,Singapore to Malaysia,Different
16/5/2024 8:48,SG side ok,71752,71750,"Custom to JB 
Human traffic okay SG side ok",Low,Not related,Low,Not related,Same
16/5/2024 8:46,SG to JB bus queue,71751,-1,SG to JB bus queue,High,Singapore to Malaysia,Low,Singapore to Malaysia,Different
15/5/2024 22:23,yes,71724,71723,theres bus still from sg to jb right yes,Not related,Not related,Not related,Not related,Same
15/5/2024 19:22,Very fast no queue,71713,71710,Jb to sg Very fast no queue,Low,Malaysia to Singapore,Low,Not related,Same
15/5/2024 18:26,yes i went thru all 14 pinned msgs twice  jus wanted to give feedback on improving existing info,71706,71704,U saw this yes i went thru all 14 pinned msgs twice  jus wanted to give feedback on improving existing info,High,Not related,Not related,Not related,Different
15/5/2024 17:43,sgjb no queue,71697,-1,sgjb no queue,High,Singapore to Malaysia,Low,Not related,Different
15/5/2024 16:42,Singaporean jb to sg Most right E gate no q cleared w no error,71693,-1,Singaporean jb to sg Most right E gate no q cleared w no error,High,Singapore to Malaysia,High,Malaysia to Singapore,Same
15/5/2024 16:24,wlcm,71688,71686,Okie tq wlcm,Not related,Not related,Not related,Not related,Same
15/5/2024 16:22,Okie tq,71686,-1,Okie tq,Low,Not related,Low,Not related,Same
15/5/2024 16:22,super jam and crowded as usual,71685,71682,Hi may I know if today 67 like that will crowded super jam and crowded as usual,High,Singapore to Malaysia,High,Singapore to Malaysia,Same
15/5/2024 15:34,see pinned,71680,71679,Hi guys Just want to check if I entered jbcustoms via passport stampingmanual counter can I use egate when going back to sg Anyone experience this before see pinned,Not related,Not related,Not related,Not related,Same
15/5/2024 13:10,Diff business unit 2nd link should be KSAB,71661,71654,there is a diff Diff business unit 2nd link should be KSAB,High,Singapore to Malaysia,Not related,Not related,Different
15/5/2024 13:01,Im ex malaysian so I know abit of Malay Wanted to get some form of black and white since they have not done any official announcement,71641,71633,Im ex malaysian so I know abit of Malay Wanted to get some form of black and white since they have not done any official announcement,High,Not related,Not related,Not related,Different
15/5/2024 12:45,,71630,71591,"10 yrs old can bring go priority q ma

egate last info I know Age 12 years old and above with height 120cm ",Not related,Not related,Not related,'float' object has no attribute 'lower',Same
15/5/2024 12:04,No queue JB side,71625,-1,No queue JB side,Low,Malaysia to Singapore,Low,Malaysia to Singapore,Same
15/5/2024 11:49,bimbo moments ah sometimes reach ciq sleepy liao,71624,71621,alamak hahaha bimbo moments ah sometimes reach ciq sleepy liao,High,Not related,High,Not related,Same
15/5/2024 11:38,Bus long queue,71619,71616,hi sg to jb side got queue  Bus long queue,High,Singapore to Malaysia,High,Not related,Same
15/5/2024 11:26,actually any egate works,71611,71597,Tried this morning When u travel from jb to sg use the egate facing glass panel actually any egate works,Medium,Not related,Not related,Not related,Different
15/5/2024 10:25,thanks secretqii Kenn12288 ,71605,-1,thanks secretqii Kenn12288 ,Not related,Not related,Not related,Not related,Same
15/5/2024 10:21,sg to jb queue not much people,71600,-1,sg to jb queue not much people,High,Singapore to Malaysia,Low,Singapore to Malaysia,Different
15/5/2024 10:09,No queue,71592,-1,No queue,Low,Malaysia to Singapore,Low,Not related,Same
15/5/2024 10:06,"10 yrs old can bring go priority q ma

egate last info I know Age 12 years old and above with height 120cm",71591,71589,"Hi guys
Can Singaporean children age 10 use egate 10 yrs old can bring go priority q ma

egate last info I know Age 12 years old and above with height 120cm",High,Not related,High,Singapore to Malaysia,Same
15/5/2024 9:41,sgjb,71588,-1,sgjb,High,Singapore to Malaysia,Not related,Not related,Different
14/5/2024 22:47,See pinned,71571,71570,wats the best timing to go in via woodlands See pinned,Not related,Not related,Not related,Not related,Same
14/5/2024 22:40,wats the best timing to go in via woodlands,71570,-1,wats the best timing to go in via woodlands,High,Singapore to Malaysia,Low,Not related,Different
14/5/2024 22:18,im gg to jb from singapore tomorrow,71546,-1,im gg to jb from singapore tomorrow,High,Singapore to Malaysia,Low,Singapore to Malaysia,Different
14/5/2024 22:02,Queue from jb to sg pretty smooth both bus and custom as of now Cleared within 20 mins,71537,-1,Queue from jb to sg pretty smooth both bus and custom as of now Cleared within 20 mins,High,Singapore to Malaysia,Low,Singapore to Malaysia,Different
14/5/2024 21:34,Yes,71530,71529,Jb to sg anyone manage to exit using egate Yes,Not related,Not related,Not related,Not related,Same
14/5/2024 21:18,Long queue at the bus stop,71528,-1,Long queue at the bus stop,High,Singapore to Malaysia,High,Not related,Same
14/5/2024 21:15,From jb to sg no queue at custom,71527,-1,From jb to sg no queue at custom,High,Not related,Low,Malaysia to Singapore,Different
14/5/2024 20:14,kranji long q no buses,71523,-1,kranji long q no buses,High,Singapore to Malaysia,High,Not related,Same
14/5/2024 17:54,See pinned for this info,71511,71508,Sg go in jb can use e gate no need register See pinned for this info,Not related,Not related,Not related,Not related,Same
14/5/2024 17:54,see pinned for peak periods,71510,71507,Are CW2 buses Will there be many people see pinned for peak periods,High,Not related,Not related,Not related,Different
14/5/2024 16:52,Many at JB  SG now failed ,71492,-1,Many at JB  SG now failed ,High,Singapore to Malaysia,Low,Singapore to Malaysia,Different
14/5/2024 16:31,But not failed for everyone I can see some are okay,71491,71490,Oh man then their system really down If I get stuck at the older egate I can clear the new ones on the extreme right for JB to SG But not failed for everyone I can see some are okay,High,Not related,Not related,Not related,Different
14/5/2024 16:30,Oh man then their system really down If I get stuck at the older egate I can clear the new ones on the extreme right for JB to SG,71490,-1,Oh man then their system really down If I get stuck at the older egate I can clear the new ones on the extreme right for JB to SG,High,Malaysia to Singapore,High,Malaysia to Singapore,Same
14/5/2024 16:20,Couple of Singaporean failed at egate exit JbSG No choice have to use manual,71484,-1,Couple of Singaporean failed at egate exit JbSG No choice have to use manual,High,Singapore to Malaysia,High,Malaysia to Singapore,Same
14/5/2024 14:32,kranji cw1 and 170 no q but as usual dont take the latter cos theyre going to bring u go woodlands rd 1hr free sightseeing,71480,-1,kranji cw1 and 170 no q but as usual dont take the latter cos theyre going to bring u go woodlands rd 1hr free sightseeing,High,Singapore to Malaysia,High,Malaysia to Singapore,Same
14/5/2024 14:01,"sgjb egate clear manual also mostly clear 

jbsg empty",71479,-1,"sgjb egate clear manual also mostly clear 

jbsg empty",High,Singapore to Malaysia,Low,Not related,Different
14/5/2024 13:44,tyvm,71478,71477,No queue tyvm,Not related,Not related,Not related,Not related,Same
14/5/2024 13:38,No queue,71477,-1,No queue,Low,Malaysia to Singapore,Low,Not related,Same
14/5/2024 10:53,Super long queue at Kranji 170 queuenearly till out of station,71457,-1,Super long queue at Kranji 170 queuenearly till out of station,High,Singapore to Malaysia,High,Not related,Same
14/5/2024 9:55,weekdays this timing usually quite fast based on personal experience,71444,71436,hi guys  may I have the status on the jb custom today weekdays this timing usually quite fast based on personal experience,Low,Not related,Low,Not related,Same
14/5/2024 9:45,Now is quite fast Went thru egate I did do my MDAC still tho ,71443,-1,Now is quite fast Went thru egate I did do my MDAC still tho ,High,Singapore to Malaysia,Low,Not related,Different
14/5/2024 9:30,fb is quiet too,71440,-1,fb is quiet too,Low,Not related,Low,Not related,Same
14/5/2024 9:04,Think doesnt matter cos i saw alot of Singapore passport holder also went over to counter after it failed at egate,71434,71432,Think doesnt matter cos i saw alot of Singapore passport holder also went over to counter after it failed at egate,High,Singapore to Malaysia,High,Singapore to Malaysia,Same
14/5/2024 8:19,see pinned pls,71425,71424,Can I ask if this is true For Both woodlands n Tuas see pinned pls,Not related,Not related,Not related,Not related,Same
14/5/2024 6:54,Same here Like dat i think u 3 are queueing infront of me,71419,71418,Same for all 3 singaporean passports on my end And saw another SG guy with the same situation Same here Like dat i think u 3 are queueing infront of me,High,Singapore to Malaysia,High,Not related,Same
13/5/2024 22:21,JB to SG super fast clearance,71409,-1,JB to SG super fast clearance,High,Singapore to Malaysia,Low,Singapore to Malaysia,Different
13/5/2024 21:44,would be good to go now as it seems,71406,71404,may ask sgjb would be good to go now as it seems,High,Singapore to Malaysia,Not related,Not related,Different
13/5/2024 21:43,thanks thanks  both side immigration no queue took less than 5mins bus queue also moving so should be smooth,71405,71403,thanks thanks  both side immigration no queue took less than 5mins bus queue also moving so should be smooth,High,Not related,Low,Not related,Different
13/5/2024 21:34,may ask sgjb,71404,-1,may ask sgjb,Low,Not related,Low,Not related,Same
13/5/2024 20:57,hi jb to sg woodlands smooth,71400,-1,hi jb to sg woodlands smooth,High,Singapore to Malaysia,Low,Singapore to Malaysia,Different
13/5/2024 18:30,anybody know kranji queue to jb,71391,-1,anybody know kranji queue to jb,High,Singapore to Malaysia,Low,Malaysia to Singapore,Different
13/5/2024 17:58,thank uu,71390,71389,all quiet on all 3 fb grps should be just normal peak hr tdy nothing too serious thank uu,Low,Not related,Not related,Not related,Different
13/5/2024 17:58,all quiet on all 3 fb grps should be just normal peak hr tdy nothing too serious,71389,71388,is there any crowd all quiet on all 3 fb grps should be just normal peak hr tdy nothing too serious,Medium,Not related,Low,Not related,Different
13/5/2024 17:01,YOU look back and tell me whether we are spamming or answering enquiries You dont even know what is the meaning of SPAM,71379,71377,YOU look back and tell me whether we are spamming or answering enquiries You dont even know what is the meaning of SPAM,High,Not related,Not related,Not related,Different
13/5/2024 16:49,then why are you saying we spam its quite sad that we came in to help and then people comment such stuff disheartening,71366,-1,then why are you saying we spam its quite sad that we came in to help and then people comment such stuff disheartening,High,Not related,Not related,Not related,Different
13/5/2024 14:52,Now they dont allow singaporean tk use manual counter will push everyone to use egate no need registration,71304,-1,Now they dont allow singaporean tk use manual counter will push everyone to use egate no need registration,High,Not related,High,Singapore to Malaysia,Same
13/5/2024 11:48,human traffic,71282,-1,human traffic,High,Not related,Low,Not related,Different
13/5/2024 10:23,ytd jam until so jialat tdy all the dont need work one havent get out of bed yet,71274,-1,ytd jam until so jialat tdy all the dont need work one havent get out of bed yet,High,Malaysia to Singapore,High,Singapore to Malaysia,Same
13/5/2024 10:08,today very quiet must be clear,71271,-1,today very quiet must be clear,Low,Not related,Low,Not related,Same
13/5/2024 9:41,Yup no Q cleared both customs  in 15 mins,71265,-1,Yup no Q cleared both customs  in 15 mins,Low,Malaysia to Singapore,Low,Singapore to Malaysia,Same
13/5/2024 8:36,SG TO JB,71264,-1,SG TO JB,High,Malaysia to Singapore,Low,Singapore to Malaysia,Different
13/5/2024 0:35,Yes see pinned,71257,71255,does jb custom e gate via tuas work without registration  mdac too Yes see pinned,Not related,Not related,Not related,Not related,Same
13/5/2024 0:23,Actually they are not all blue  so private bus would be better description or they say bus kilang,71253,71250,Actually they are not all blue  so private bus would be better description or they say bus kilang,High,Not related,Low,Not related,Different
13/5/2024 0:22,No confirmation on this Based purely on luck But i tried before 1230am still have,71252,71251,This is the private bus right Itll still be available I usually take the private bus la haha 3rm one No confirmation on this Based purely on luck But i tried before 1230am still have,High,Not related,Not related,Not related,Different
13/5/2024 0:21,This is the private bus right Itll still be available I usually take the private bus la haha 3rm one,71251,71250,This is the private bus right Itll still be available I usually take the private bus la haha 3rm one,High,Not related,Low,Singapore to Malaysia,Different
13/5/2024 0:14,"Got it Thank youu
So cw2 is 24h yeah
Cause Ill be going back to sg pretty late",71249,71248,"Got it Thank youu
So cw2 is 24h yeah
Cause Ill be going back to sg pretty late",High,Malaysia to Singapore,Low,Singapore to Malaysia,Different
13/5/2024 0:03,cw2 yes or bus kilang only to woodlands checkpoint if its available,71247,71246,Hi Can I check if JB  sg bus is still 24hr cw2 yes or bus kilang only to woodlands checkpoint if its available,High,Singapore to Malaysia,Low,Singapore to Malaysia,Different
12/5/2024 23:01,Car jam outside of ciq,71243,-1,Car jam outside of ciq,High,Singapore to Malaysia,High,Not related,Same
12/5/2024 22:52,Around an hour journey from jb  sg Kranji mrt taking 160170 buses,71240,-1,Around an hour journey from jb  sg Kranji mrt taking 160170 buses,Medium,Not related,Low,Singapore to Malaysia,Different
12/5/2024 22:47,sg  jb v smooth,71237,-1,sg  jb v smooth,Low,Malaysia to Singapore,Low,Singapore to Malaysia,Same
12/5/2024 22:36,5 mins ago,71227,71223,Sg bus queue 5 mins ago,Low,Not related,Low,Not related,Same
12/5/2024 22:31,Alternate bus queue,71225,-1,Alternate bus queue,High,Not related,Low,Not related,Different
12/5/2024 22:31,Sorry for the late reply I didnt mean to be rude Just shocked and excited to know the custom traffic ,71224,71152,Sorry for the late reply I didnt mean to be rude Just shocked and excited to know the custom traffic ,High,Not related,Low,Not related,Different
12/5/2024 22:31,Sg bus queue,71223,-1,Sg bus queue,High,Singapore to Malaysia,Low,Not related,Different
12/5/2024 22:26,Hello is the bus que time long,71219,-1,Hello is the bus que time long,High,Not related,Not related,Not related,Different
12/5/2024 22:20,"JB to SGP 
JB Immigration",71215,-1,"JB to SGP 
JB Immigration",High,Singapore to Malaysia,High,Malaysia to Singapore,Same
12/5/2024 22:15,"JB to SG
 JB custom human q lane half hall
 CW Bus lane end at lift
 Other bus not much q",71212,-1,"JB to SG
 JB custom human q lane half hall
 CW Bus lane end at lift
 Other bus not much q",High,Singapore to Malaysia,Low,Singapore to Malaysia,Different
12/5/2024 22:06,JB to SG,71208,71207, JB to SG,High,Singapore to Malaysia,High,Malaysia to Singapore,Same
12/5/2024 21:45,blue bus queue quite short,71203,71202,Ok thanks blue bus queue quite short,High,Singapore to Malaysia,Low,Singapore to Malaysia,Different
12/5/2024 21:41,"918pm reach malaysia custom
940pm cleared Tuas custom waiting for bus to JE now",71196,-1,"918pm reach malaysia custom
940pm cleared Tuas custom waiting for bus to JE now",High,Singapore to Malaysia,High,Singapore to Malaysia,Same
12/5/2024 21:32,not advisable for anyone to use tuas unless they feeling adventurous,71191,-1,not advisable for anyone to use tuas unless they feeling adventurous,Not related,Not related,Not related,Not related,Same
12/5/2024 21:31,Jbsg,71189,-1,Jbsg,High,Singapore to Malaysia,Low,Not related,Different
12/5/2024 21:29,sorry i not the kind of ppl to go inout during peak 10min delay is considered jam alr,71181,71179,then u slowly go see concert  sorry i not the kind of ppl to go inout during peak 10min delay is considered jam alr,High,Singapore to Malaysia,High,Singapore to Malaysia,Same
12/5/2024 21:27,then u slowly go see concert ,71179,71178,bird talk first of all thats 2nd link and second theres no guarantee that side also wont jam tuas cp only has 1 v short unloading bay not uncommon for buses to queue all the way up the Sshape bridge just to drop off esp if alot of tourist coach and thats if you dont get jammed tgt with lorries or cars first then u slowly go see concert ,High,Not related,Not related,Not related,Different
12/5/2024 21:27,bird talk first of all thats 2nd link and second theres no guarantee that side also wont jam tuas cp only has 1 v short unloading bay not uncommon for buses to queue all the way up the Sshape bridge just to drop off esp if alot of tourist coach and thats if you dont get jammed tgt with lorries or cars first,71178,71172,1st link situation Can come here dont go see concert la bird talk first of all thats 2nd link and second theres no guarantee that side also wont jam tuas cp only has 1 v short unloading bay not uncommon for buses to queue all the way up the Sshape bridge just to drop off esp if alot of tourist coach and thats if you dont get jammed tgt with lorries or cars first,High,Singapore to Malaysia,High,Singapore to Malaysia,Same
12/5/2024 21:03,170160 q all the way up,71171,-1,170160 q all the way up,High,Singapore to Malaysia,High,Not related,Same
12/5/2024 20:47,queue for 30 mins to board on 170,71168,-1,queue for 30 mins to board on 170,High,Singapore to Malaysia,High,Singapore to Malaysia,Same
12/5/2024 20:41,Super long q,71166,-1,Super long q,High,Singapore to Malaysia,High,Not related,Same
12/5/2024 20:39,7 still charging 3rm,71165,71158,blue bus is charging RM5 now 7 still charging 3rm,High,Not related,Not related,Not related,Different
12/5/2024 20:34,Wow,71161,71158,blue bus is charging RM5 now Wow,Not related,Not related,Not related,Not related,Same
12/5/2024 20:33,blue bus is charging RM5 now,71158,-1,blue bus is charging RM5 now,Low,Not related,Low,Singapore to Malaysia,Same
12/5/2024 20:31,Can opt for blue bus Shorter queue,71156,-1,Can opt for blue bus Shorter queue,Low,Not related,Low,Singapore to Malaysia,Same
12/5/2024 20:22,CW queue also super long,71151,-1,CW queue also super long,High,Singapore to Malaysia,High,Not related,Same
12/5/2024 20:11,jb to sg should queue for 170 or cw lane which side will be faster,71143,-1,jb to sg should queue for 170 or cw lane which side will be faster,High,Singapore to Malaysia,Not related,Not related,Different
12/5/2024 19:34,Oh noes  okie ty  ,71135,71134,Queue for bus at jb custom Oh noes  okie ty  ,Low,Not related,High,Not related,Different
12/5/2024 19:33,Queue for bus at jb custom,71134,71133,Wld Queue for bus at jb custom,High,Singapore to Malaysia,High,Malaysia to Singapore,Same
12/5/2024 19:06,Singapore Bus Queue till Xray machine in JB double line,71129,-1,Singapore Bus Queue till Xray machine in JB double line,High,Singapore to Malaysia,High,Malaysia to Singapore,Same
12/5/2024 18:47,JB to SG Egate queue until glass door entrance,71124,-1,JB to SG Egate queue until glass door entrance,High,Singapore to Malaysia,High,Malaysia to Singapore,Same
12/5/2024 18:45,All Bus long queue,71123,71117,Blue bus also got queue All Bus long queue,High,Singapore to Malaysia,High,Not related,Same
12/5/2024 18:36,Agreed shorter queue,71119,71115,If taking cw strongly advised to come forward and queue from escalator side Agreed shorter queue,Low,Not related,Low,Not related,Same
12/5/2024 18:28,If taking cw strongly advised to come forward and queue from escalator side,71115,-1,If taking cw strongly advised to come forward and queue from escalator side,High,Not related,High,Not related,Same
12/5/2024 18:27,"Escalator queue queue for sitting 
The long queue thats forming for cw queues for standing lane",71114,-1,"Escalator queue queue for sitting 
The long queue thats forming for cw queues for standing lane",High,Singapore to Malaysia,High,Not related,Same
12/5/2024 18:27,Nope its downstairs,71112,71110,is 950 also queue until upstairs Nope its downstairs,Not related,Not related,Not related,Not related,Same
12/5/2024 18:21,ya agree sometimes needs some luck too,71107,71106,I think your husband is unfortunate I came in and out of egate But saw someone had issue when they try out the jb to sg egate Actually Malaysia egate experience feels faster than sg Just less reliable ya agree sometimes needs some luck too,Low,Not related,Not related,Not related,Different
